fioriId,all_text,pre_label,Label
AS91,"Create Asset Master Record - For Legacy Asset Steps with the Manual Transfer of Legacy Data The manual legacy data transfer includes the following steps: Create the asset master records for the legacy data transfer.Customizing activity: Asset Accounting&nbsp;&nbsp;Asset Data Transfer&nbsp;&nbsp;Manual Data Transfer&nbsp;&nbsp;Legacy Fixed Asset&nbsp;&nbsp;Create Master Data for Legacy Asset (transaction AS91) Post the transfer values.Customizing activity: Asset Accounting&nbsp;&nbsp;Asset Data Transfer&nbsp;&nbsp;Manual Data Transfer&nbsp;&nbsp;Legacy Fixed Asset&nbsp;&nbsp;Post Transfer Values (transaction ABLDT)A journal entry is posted for the asset with this. The G/L accounts are also updated. For each asset a transfer document is created that posts the transfer values, for example, on the APC and accumulated depreciation account and against the offsetting account for the legacy data transfer. With a data transfer during the year, you transfer asset-related business transactions that occurred before the transfer date in the current fiscal year (transfer using transaction AB01L).If a posting date in the current fiscal year is entered that is before the transfer date, the system recognizes this business transaction as a transfer document; no depreciation is calculated, the document is posted against the offsetting account for the legacy data transfer. For assets under construction that are line item-managed, transfer the open items.Customizing activity: Asset Accounting&nbsp;&nbsp;Asset Data Transfer&nbsp;&nbsp;Manual Data Transfer&nbsp;&nbsp;Legacy Fixed Asset&nbsp;&nbsp;AUC with Line Item Management: Transfer Line Items, transaction ABLDT_OI) More Functions with the Manual Legacy Data Transfer You can also use the following functions with the manual legacy data transfer: You can display the master data.Customizing activity: Asset Accounting&nbsp;&nbsp;Asset Data Transfer&nbsp;&nbsp;Manual Data Transfer&nbsp;&nbsp;Legacy Fixed Asset&nbsp;&nbsp;Create Master Data for Legacy Asset (transaction AS93) You can modify the master data.Customizing activity: Asset Accounting&nbsp;&nbsp;Asset Data Transfer&nbsp;&nbsp;Manual Data Transfer&nbsp;&nbsp;Legacy Fixed Asset&nbsp;&nbsp;Display Master Data for Legacy Asset (transaction AS92) You can create subnumbers for the asset master record.Customizing activity: Asset Accounting&nbsp;&nbsp;Asset Data Transfer&nbsp;&nbsp;Manual Data Transfer&nbsp;&nbsp;Legacy Fixed Asset&nbsp;&nbsp;Create Master Data for Subnumber for Legacy Asset (transaction AS94) Master Data You create master data for legacy assets exactly the same way as you create regular asset master data. However, take into account the following special features of legacy assets: The capitalization date is always a required entry. Using the capitalization date, the system determines the depreciation start date and the expired useful life, based on the period control in the depreciation key.If the asset was acquired at a time when the company code had a different fiscal year variant, this determination of the useful life will be correct only if the period calendar assignments have been maintained historically. The planned useful life is a required entry when a depreciation key for automatic depreciation calculation has been entered.You can also account for increased wear and tear on an asset in the past as the result of multiple shift use. You do this by manually correcting the expired useful life that was automatically calculated by the system. Time-dependent data (such as the assignment to a cost center) can only be transferred with the values current on the transfer date. To create new time intervals, you have to use the function for changing master data. Post Asset Values (Transfer Values). Take into account the following special features when transferring legacy asset values: Depreciation areas:You must take all active depreciation areas for the asset into account, and enter the historical acquisition costs. Posted depreciation (for a transfer during the year)If you transfer legacy data during the fiscal year, you can enter the depreciation that was already posted in the legacy system in the current fiscal year.Specify the last depreciation period posted (in the legacy system) (field FAA_DEPR_PERIOD) when entering the depreciation posted in the transfer year. The system requires this information to determine the first period for the depreciation that should be posted in the SAP system.Manual depreciation first generates a statistical noted item in Asset Accounting and, depending on the posting indicator for the depreciation area, is posted to the FI accounts with the following depreciation run. Make sure then that, for a transfer during the year of depreciation posted manually (for example, with transaction type 640), the respective amount (depending on the posting indicator and on whether postings to FI accounts took place in the legacy system or not) has to be a partial amount of the posted depreciation transferred during the year (transaction type 500). Transactions (for a transfer during the fiscal year)With a legacy data transfer during the fiscal year, the transfer date of the given company code is not the end of the fiscal year (see Transfer During the Year). You can transfer the transactions from the current fiscal year up to the date of the transfer for legacy data transfer during the fiscal year.Make the following entries when transferring transactions:Asset value dateNote that the asset value date has to be in the current fiscal year, and it must lie before the transfer date. Transaction type Posting Amount Posted revaluations:Posted revaluations are first entered in Asset Accounting as statistical items and are only then transferred (posted) to the FI accounts with the next depreciation run. Depending on the Customizing settings for the depreciation area, it is therefore necessary to specify the revaluations within the framework of the depreciation posted during the year as both a statistical line item as well as a “posted value”. The values you enter are also checked against the positive/negative sign rules of the depreciation area (positive/negative net book value, positive/negative ordinary depreciation, and so on). Change Transfer Values Subsequently If wrong transfer values were posted, you must reverse the journal entry and then enter the transfer values again. You can only change transfer values by reversing the posted transfer document and making a new posting. To be able to reverse a transfer document, subsequent transactions are not allowed to exist on the fixed asset. If follow-on transactions were already posted on the fixed asset, we recommend you proceed as follows: Reverse all transactions in reverse chronological order. Reverse the transfer transaction. Post the new transfer values. Enter the follow-on transactions again individually. Depreciation Areas in Foreign Currencies With the manual data transfer, you must transfer the historical values from the feeder system. The foreign currency amounts cannot be determined using an exchange rate by a specified key date. The system therefore does not support historical currency translations; in fact you must enter the values. Note The settings defined in Customizing activity Asset Accounting&nbsp;&nbsp;Asset Data Transfer&nbsp;&nbsp;Parameters for Data Transfer&nbsp;&nbsp;Transfer Foreign Currency Areas (transaction OAYD) only affect automatic transfers; they have no effect on manual data transfers (transaction ABLDT). Line Item-Managed Assets under Construction (AuC) To ensure that the line item-managed assets under construction are included, the transfer values are not allowed to be entered as accumulated values in Customizing activity Asset Accounting&nbsp;&nbsp;Asset Data Transfer&nbsp;&nbsp;Manual Data Transfer&nbsp;&nbsp;Legacy Fixed Asset&nbsp;&nbsp;Post Transfer Values (transaction ABLDT). You must enter the values individually instead using transaction ABLDT_OI. You must use the specific transaction types 900 and 910 for the transfer. If you have the special case of proportional depreciation on the AuC, then enter this as proportional depreciation from the previous years using the transaction. You can use this function to manually create legacy assets in the system. Asset Accountant : Capitalizes costs of assets during purchasing and production processes, defines depreciation parameters, and records depreciation. Ensures correctness, completeness, and documentation of the balance sheet for fixed assets. Basic Functions Asset Accountant For Legacy Asset Create Asset Master Record - For Legacy Asset",0,0
O3U_DI1,"Create DOI This app is a SAP GUI for HTML transaction. These classic transactions are available in the SAP Fiori theme to support a seamless user experience across the SAP Fiori launchpad and to provide a harmonized user experience across on-premise and cloud solutions. The single point of entry for SAP Fiori apps and classic applications in SAP S/4HANA Cloud Private Edition and SAP S/4HANA is the SAP Fiori launchpad. Division Order Manager (Oil & Gas) : Supervises and approves Oil & Gas Upstream PRA Division Order processes. Division Order Analyst (Oil & Gas) : Sets up Division Order data and planning, scheduling and execution of Oil & Gas Upstream PRA Division order processes. Production and Revenue Accounting Division Order Manager (IOG) Create DOI",1,1
VB13,"Display Material Determination Records Select a material determination type. The material determination types are defined in the Customizing activity Maintain Prerequisites for Material Determination under Sales and Distribution&nbsp;&nbsp;Basic Functions&nbsp;&nbsp;Material Determination. Display all material determination records or search for records based on one or more filter criteria. With this app, you can display material determination records. Internal Sales Representative : Manages sales documents, e.g. captures changes or cancels sales orders, prepares quotations, and manages contracts. Monitors, troubleshoots, and collaborates on critical open issues from the sales order fulfillment process. Material Determination Internal Sales Representative Display Material Determination Records",1,1
WCBDISPLOG,Display Redetermination Log - Billing Documents This app is a SAP GUI for HTML transaction. These classic transactions are available in the SAP Fiori theme to support a seamless user experience across the SAP Fiori launchpad and to provide a harmonized user experience across on-premise and cloud solutions. The single point of entry for SAP Fiori apps and classic applications in SAP S/4HANA Cloud Private Edition and SAP S/4HANA is the SAP Fiori launchpad. unknown Condition Contract Maintenance Billing Documents Display Redetermination Log - Billing Documents,1,1
CN41,"Project Structure Overview You can select all or specific objects in a project, such as WBS elements, networks, activities, PS texts, or material components, in order to view their current status as well as their position in the project hierarchy. From the values you entered as selection criteria on the initial screen, the system creates a structure list. You can use this list to call up further overviews, display graphics, such as SAP Business Graphics, or transfer data to external applications, such as Microsoft Project or Microsoft Excel. The Information System for structures allows you to evaluate not only original data but also data from simulation and project versions and archived projects. In the Information System for structures you can create and compare project versions. For more information, read Project Versions in the Information System . The Information System for structures allows you to monitor and control your projects technically. unknown Information System Project Structure Overview",0,0
VLPOD,Change Outbound Delivery - Proof of Delivery This app is a SAP GUI for HTML transaction. These classic transactions are available in the SAP Fiori theme to support a seamless user experience across the SAP Fiori launchpad and to provide a harmonized user experience across on-premise and cloud solutions. The single point of entry for SAP Fiori apps and classic applications in SAP S/4HANA Cloud Private Edition and SAP S/4HANA is the SAP Fiori launchpad. Shipping Specialist - Just-In-Time Supply : Processes outbound deliveries for Just-In-Time calls. Shipping Specialist : Processes outbound deliveries. Basic Functions Shipping Specialist| Shipping Specialist - Just-In-Time Supply Proof of Delivery Change Outbound Delivery - Proof of Delivery,1,1
GJ83,Manage JV Automated Postings (Others) This app is a SAP GUI for HTML transaction. These classic transactions are available in the SAP Fiori theme to support a seamless user experience across the SAP Fiori launchpad and to provide a harmonized user experience across on-premise and cloud solutions. The single point of entry for SAP Fiori apps and classic applications in SAP S/4HANA Cloud Private Edition and SAP S/4HANA is the SAP Fiori launchpad. unknown Joint Venture and Production Sharing Accounting Manage JV Automated Postings (Others),1,1
MASS_EINE,Maintain Mass Purchasing Info Record This app is a SAP GUI for HTML transaction. These classic transactions are available in the SAP Fiori theme to support a seamless user experience across the SAP Fiori launchpad and to provide a harmonized user experience across on-premise and cloud solutions. The single point of entry for SAP Fiori apps and classic applications in SAP S/4HANA Cloud Private Edition and SAP S/4HANA is the SAP Fiori launchpad. unknown Mass Maintenance Master Data Maintain Mass Purchasing Info Record,1,1
RTCENT,"Maintain Consolidation Entities, Real-Time Consolidation: Entity Map - RTCENT This app is a SAP GUI for HTML transaction. These classic transactions are available in the SAP Fiori theme to support a seamless user experience across the SAP Fiori launchpad and to provide a harmonized user experience across on-premise and cloud solutions. The single point of entry for SAP Fiori apps and classic applications in SAP S/4HANA Cloud Private Edition and SAP S/4HANA is the SAP Fiori launchpad. Consolidation Specialist : Is responsible for the Consolidation setting, processing for the FI or other business data from subsidiaries. Generates the legal & management consolidated reports. Real-Time Consolidation Consolidation Specialist ,RTCENT Maintain Consolidation Entities, Real-Time Consolidation: Entity Map - RTCENT",1,1
AS23,"Display Group Asset Different types of changes to master data require different handling in the system. These different types are listed below: You want to change normal master record information and entries regarding valuation. You want to change time-dependent allocations to organizational units that are not relevant to the balance sheet (for example, plant). You want to change time-dependent allocations to organizational units that are relevant to the balance sheet.The organizational units that are relevant to the balance sheet in this context are business area and profit center. The system determines the profit center for the asset indirectly on the basis of the asset’s cost center. The cost center can also be assigned to a business area. Therefore, the cost center is in this sense also relevant to the balance sheet. You want to change the assignment of the asset to the asset class. Asset Accountant : Capitalizes costs of assets during purchasing and production processes, defines depreciation parameters, and records depreciation. Ensures correctness, completeness, and documentation of the balance sheet for fixed assets. Basic Functions Asset Accountant Display Group Asset",0,0
W0154,"Contract Balance Movements You can run the report by selecting Company Code Accounting Principle Fiscal Year From Fiscal Period To Fiscal Period Display Currency Exchange Rate Type Display Mode. By default, a significant change of contract liability and contract asset are presented by quarter in the company code currency using a tree structure. The tree structure includes following items:The explanation in the balance of contract assets and contract liabilities includes the following items: Opening Balance of Contract Liability in Company Code Currency Delta Amount of Contract Liability in Company Code Currency Invoice Becomes Due in Company Code Currency The explanation in the balance of contract assets and contract liabilities includesRevenue from the Opening Balance of Contract Liability in Company Code Currency Revenue Recognized from Contract Liability in Company Code Currency: A change in the time frame for a performance obligation to be satisfied Invoice Due Deduction in Company Code Currency Impairment of Assets in Company Code Currency Closing Balance of Contract Liability in Company Code Currency Opening Balance of Contract Asset in Company Code Currency Delta Amount of Contract Asset in Company Code Currency Recognized Revenue in Company Code Currency Reclassified to Receivable in Company Code Currency: A change in the time frame for a right to consideration to become unconditional Impairment of Assets in Company Code Currency Closing Balance of Contract Asset in Company Code Currency Note Revenue from the Opening Balance of Contract Liability in Company Code Currency: Identifies the revenue recognized in the reporting period that was included in the contract liability balance at the beginning of the period Revenue Recognized from Contract Liability in Company Code Currency: Identifies a change in the time frame for a performance obligation to be satisfied Recognized Revenue in Company Code Currency: Identifies the recognition of revenue arising from a contract asset Reclassified to Receivable in Company Code Currency: Identifies a change in the time frame for a right to consideration to become unconditional Impairment of Assets in Company Code Currency: Identifies the contract liability and contract asset impacted by contract early termination. You can drag dimensions and measures to various rows and columns to adjust the result. You can also display the report using different formats, by using charts, tables, or a combination of both. This report also provides multiple extra functions such as Jump To which enables you to quickly switch to another Fiori application. Example A revenue contract has contract liabilities of 0 EUR as of April 30, 2020, and in May 31, 2020 it became 20 EUR. Increase in contract liabilities mainly results from invoices becoming due with a value of 120 EUR. Decreases in contract liabilities mainly results from performance obligations being satisfied with a value of 100 EUR. The revenue contract has contract assets of 10 EUR as of April 30, 2020, and in May 31, 2020 it became 0 EUR. Decreases in contract assets mainly results from the contract asset being reclassified as a receivable with a value of 10 EUR. If you check the contract balance movements for the fiscal period 2020.005, the report is presented as follows: Reporting Period 2020.005 Contract Balance Movements in Co. Code Currency Opening Balance of Contra. Liab. in Co. Code Currency 0,00 EUR Delta Amt. of Contra. Liab. in Co. Code Currency -20,00 EUR Invoice Becomes Due in Co. Code Currency -120,00 EUR Rev. from Opening Bal. of Contra. Liab. in Co. Coode Currency 0,00 EUR Rev. Recognized from Contra. Liab. in Co. Code Currency 100,00 EUR Invoice Due Deduction in Co. Code Currency 0,00 EUR Impairment of Asset in Co. Code Currency 0,00 EUR Closing Balance of Contra. Liab. in Co. Code Currency -20,00 EUR Opening Balance of Contra. Asset. in Co. Code Currency 10,00 EUR Delta Amount of Contra. Asset. in Co. Code Currency -10,00 EUR Recognized Rev. in Co. Code Currency 0,00 EUR Reclassified to Receivable in Co. Code Currency -10,00 EUR Impairment of Asset in Co. Code Currency 0,00 EUR Closing Balance of Contra. Asset in Co. Code Currency 0,00 EUR The opening and closing balances of contract assets and contract liabilities from contracts with customers Revenue recognized in the reporting period that was included in the contract liability balance at the start of the period A change in the time frame for a right to consideration to become unconditional (for a contract asset to be reclassified to a receivable) A change in the time frame for a performance obligation to be satisfied (for the recognition of revenue arising from a contract liability) Impairment of a contract asset Cumulative catch-up adjustments to revenue that affect the corresponding contract asset or contract liability Note Revenue Catch-up is disclosed as a separate analytic report with different dimensions. You can use this analytical report to display contract balance movements of a contract asset and contract liability for a reporting period in multiple currencies. Here the reporting period can be fiscal year, fiscal quarter, or fiscal period. The currencies include the Display Currency, Document Currency, Company Code Currency, Local Currency 2, and Local Currency 3. The multidimensional report is delivered using Web Dynpro Data Grid. Revenue Accountant : Displays and edits revenue contracts relevant information, check and reconcile postings for revenue contracts. Revenue Accounting Contract Processing Revenue Accountant Contract Balance Movements",0,0
BORGR,Goods Receipt Automotive This app is a SAP GUI for HTML transaction. These classic transactions are available in the SAP Fiori theme to support a seamless user experience across the SAP Fiori launchpad and to provide a harmonized user experience across on-premise and cloud solutions. The single point of entry for SAP Fiori apps and classic applications in SAP S/4HANA Cloud Private Edition and SAP S/4HANA is the SAP Fiori launchpad. unknown Goods Receipt Process Goods Receipt Automotive,1,1
F2292,"Schedule Inventory Accounting Jobs You can use the scheduling options to carry out the following periodic activities: This app enables you to run background jobs for inventory accounting applications, such as adjusting inventory values, determining the lowest value for balance sheet valuation, or marking and releasing cost estimates. You schedule the desired job by using the corresponding job template. Cost Accountant - Inventory : Calculates and monitors the net value of any inventories, thus helping a company to determine profitability, and ensuring accurate financial statements. Material Ledger Cost Accountant - Inventory Schedule Inventory Accounting Jobs",0,0
ADPT,Component Maintenance Cockpit This app is a SAP GUI for HTML transaction. These classic transactions are available in the SAP Fiori theme to support a seamless user experience across the SAP Fiori launchpad and to provide a harmonized user experience across on-premise and cloud solutions. The single point of entry for SAP Fiori apps and classic applications in SAP S/4HANA Cloud Private Edition and SAP S/4HANA is the SAP Fiori launchpad. unknown Aerospace & Defence Industry Solution Component Maintenance Cockpit,1,1
F3099,"Browse all requests submitted for approval in the inbox View details for each request, including type of the event, date and time of request submission, comments from the requester, and any additional information configured for the event type Approve of reject requests (with optional note to the requester) With the transactional app Approve Time Events (Fiori 2.0), as a manager, you can approve or reject the time events of your direct reports from your SAP Fiori app My Inbox. unknown My Time Events Other Approve Time Events (Fiori 2.0)",0,0
THM80,"Run Effectiveness Test - Hedge Accounting This app is a SAP GUI for HTML transaction. These classic transactions are available in the SAP Fiori theme to support a seamless user experience across the SAP Fiori launchpad and to provide a harmonized user experience across on-premise and cloud solutions. The single point of entry for SAP Fiori apps and classic applications in SAP S/4HANA Cloud Private Edition and SAP S/4HANA is the SAP Fiori launchpad. Treasury Risk Manager : Manages all the company's treasury activities. Uses evaluation reports to ensure that the various strategies defined for trading, market risk management, limit management, and cash management have been observed. Treasury Accountant : Makes postings in accounting to reflect treasury activities. Transaction Manager Treasury Accountant Hedge Accounting Run Effectiveness Test - Hedge Accounting",1,1
F5363,Accounts Receivable Accountant - Leasing: (is an add-on role to the Accounts Receivable Accountant) Is responsible for posting activities of Lease Contracts. Accounts Payable Accountant - Leasing: (is an add-on role to the Accounts Payable Accountant) Is responsible for posting activities of Lease Contracts. Fiori UI in RE-FX Accounts Receivable Accountant - Leasing| Accounts Payable Accountant - Leasing Real Estate Cash Flow Report,0,0
W0181,"Accounts Payable Book - Japan Annex 21(5) Display the accounts payable details as an electronic book for claiming corporate tax as ‘blue return’ Display the accounts payable details such as date of transaction, description of materials and services sold, quantity, price and amount, and payee Download the accounts payable details in a worksheet or PDF file With this app, you can display the books of accounts payable for section (5) in Annex 21 of Order for Enforcement of the Corporation Tax Act. General Ledger Accountant for Japan: (is an add-on role to the General Ledger Accountant) Carries out daily activities in general ledger, for example by recording transactions and making adjustment postings, and prepares financial statements in Japan. Japan General Ledger Accountant for Japan Japan Annex 21(5) Accounts Payables Book / Japan Annex21(5)",0,0
IDCN_ADJDISP,"Adjustment Documents - China This app is a SAP GUI for HTML transaction. These classic transactions are available in the SAP Fiori theme to support a seamless user experience across the SAP Fiori launchpad and to provide a harmonized user experience across on-premise and cloud solutions. The single point of entry for SAP Fiori apps and classic applications in SAP S/4HANA Cloud Private Edition and SAP S/4HANA is the SAP Fiori launchpad. Accounts Payable Accountant for Indonesia: (is an add-on role to the Accounts Payable Accountant) Carries out the most important functions in accounts payable accounting with a special focus on creation and execution. Cash Manager for Thailand: (is an add-on role to the Cash Manager) Executes cash transactions and centrally manages bank accounts with a wide range of attributes, including overdraft limit and signatories, utilizing approval process for opening or closing bank accounts, and the regular inventory/auditing process. General Ledger Accountant for China: (is an add-on role to the General Ledger Accountant) Carries out daily activities in general ledger, for example by recording transactions and making adjustment postings, and prepares financial statements. General Ledger Accountant for Thailand: (is an add-on role to the General Ledger Accountant) Carries out daily activities in general ledger, for example by recording transactions and making adjustment postings, and prepares financial statements in Thailand. Accounts Payable Accountant for Thailand: (is an add-on role to the Accounts Payable Accountant) Carries out the most important functions in accounts payable accounting with a special focus on creation and execution. Cash Manager for Indonesia: (is an add-on role to the Cash Manager) Executes cash transactions and centrally manages bank accounts with a wide range of attributes, including overdraft limit and signatories, utilizing approval process for opening or closing bank accounts, and the regular inventory/auditing process. General Ledger Accountant for Indonesia: (is an add-on role to the General Ledger Accountant for Indonesia) Carries out daily activities in general ledger, for example by recording transactions and making adjustment postings, and prepares financial statements. China General Ledger Accountant for China China Adjustment Documents - China",1,1
F3458A,"Manage Characteristic Groups BOM Engineer : Creates bills of material and consistent overall product model, drives changes across organizations, and is responsible for the change process until handover to manufacturing. Is typically a member of the R&D group of the company. Product Configuration Modeler : Creates and maintains product configuration models, including the creation of classes and characteristics, setting up object dependencies and configuration profiles. Validates the models by simulating different configurations and solves issues. Characteristics Group Fiori App of AVC BOM Engineer| Product Configuration Modeler Manage Characteristic Groups ( Version 2 )",0,0
TI10,"Create Adjustment - Rates/Prices This app is a SAP GUI for HTML transaction. These classic transactions are available in the SAP Fiori theme to support a seamless user experience across the SAP Fiori launchpad and to provide a harmonized user experience across on-premise and cloud solutions. The single point of entry for SAP Fiori apps and classic applications in SAP S/4HANA Cloud Private Edition and SAP S/4HANA is the SAP Fiori launchpad. Treasury Risk Manager : Manages all the company's treasury activities. Uses evaluation reports to ensure that the various strategies defined for trading, market risk management, limit management, and cash management have been observed. Treasury Specialist - Front Office : Concludes and manages financial transactions to hedge foreign exchange and interest rate risks. Treasury Specialist - Back Office : Processes financial transactions, sends confirmation to counterparties, imports market data and runs the valuation. Transaction Manager Treasury Specialist - Back Office| Treasury Specialist - Front Office Rates/Prices Create Adjustment - Rates/Prices",1,1
IDVD,"Void Unused Invoices This app is a SAP GUI for HTML transaction. These classic transactions are available in the SAP Fiori theme to support a seamless user experience across the SAP Fiori launchpad and to provide a harmonized user experience across on-premise and cloud solutions. The single point of entry for SAP Fiori apps and classic applications in SAP S/4HANA Cloud Private Edition and SAP S/4HANA is the SAP Fiori launchpad. Billing Clerk for Venezuela: (is an add-on role to the Billing Clerk) Processes invoices in time, monitors and manages the invoice process, works on a prioritized worklist (e.g. sorted by invoice date and value of invoice requests), creates, releases, and sends invoice documents. Billing Clerk for Chile: (is an add-on role to the Billing Clerk) Processes invoices in time, monitors and manages the invoice process, works on a prioritized worklist (e.g. sorted by invoice date and value of invoice requests), creates, releases, and sends invoice documents. Sales and Distribution for China Billing Clerk for Chile Void Unused Invoices",1,1
IP15,Change Maintenance Plan This app is a SAP GUI for HTML transaction. These classic transactions are available in the SAP Fiori theme to support a seamless user experience across the SAP Fiori launchpad and to provide a harmonized user experience across on-premise and cloud solutions. The single point of entry for SAP Fiori apps and classic applications in SAP S/4HANA Cloud Private Edition and SAP S/4HANA is the SAP Fiori launchpad. unknown Task Lists Change Maintenance Plan,1,1
COGI,"Reprocess Goods Movements This app is a SAP GUI for HTML transaction. These classic transactions are available in the SAP Fiori theme to support a seamless user experience across the SAP Fiori launchpad and to provide a harmonized user experience across on-premise and cloud solutions. The single point of entry for SAP Fiori apps and classic applications in SAP S/4HANA Cloud Private Edition and SAP S/4HANA is the SAP Fiori launchpad. Production Supervisor - Discrete Manufacturing : Ensures, together with his team, a smooth production process. Ensures that the manufacturing plan created by the production planner is executed under consideration of shop floor related issues like personnel shortage, machine breakdowns, etc. Production Operator - Repetitive Manufacturing : Operates the machines or does manual assembly activities on the production line to produce as per the planned production schedule of the shift. Reports Yield, Scrap, and material consumption deviations into the system. Production Operator - Process Manufacturing : Operates the machines on the production line, to produce as per the planned process orders of the shift. Starts the day by taking shift handover and reports Yield, Scrap and Rework, Downtimes, Material consumption and Goods Receipt into the system. Production Supervisor - Process Manufacturing : Ensures a smooth production process. Ensures that the manufacturing plan created by the production planner is executed under consideration of shop floor related issues like personnel shortage, machine breakdowns, etc. Production Supervisor - Repetitive Manufacturing : Ensures a smooth production process in a repetitive environment. Takes care of process design and buffer sizing. Ensures that the manufacturing plan is executed under consideration of shop floor related issues like personnel shortage, etc. Production Operator - Discrete Manufacturing : Operates the machines or does manual assembly activities on the production line or in a shop floor environment, to produce as per the planned production orders of the shift. Reports Yield, Scrap and Rework, Downtimes, etc. into the system. Confirmation Production Operator - Discrete Manufacturing| Production Operator - Process Manufacturing| Production Operator - Repetitive Manufacturing| Production Supervisor - Discrete Manufacturing| Production Supervisor - Process Manufacturing| Production Supervisor - Repetitive Manufacturing Reprocess Goods Movements",1,1
F6069,"With this feature, you can add the compliance pattern National Fire Protection Association (NFPA) ratings for unpackaged products and raw materials in the USA. Hazardous Materials Manager : Ensures that hazardous materials (chemicals) used in a company are handled in compliance to the applicable regulations and guidelines for safe handling, storage and transport of such materials. Master Data Specialist - Product Compliance : Requests compliance information from customers and suppliers. Dangerous Goods Specialist - Product Compliance : Monitors the activities of the organization that involve dangerous goods, prepares accident reports, and the annual dangerous goods report. Product Stewardship Specialist - Product Compliance : Manages the day-to-day operations that help ensure compliance for chemical products. Maintains chemical compliance data and performs checks to ensure correctness and completeness. Sustainability Foundation Product Stewardship Specialist - Product Compliance| Master Data Specialist - Product Compliance Assess NFPA Rating",0,0
GJ37,Manage Funding Group Assignment This app is a SAP GUI for HTML transaction. These classic transactions are available in the SAP Fiori theme to support a seamless user experience across the SAP Fiori launchpad and to provide a harmonized user experience across on-premise and cloud solutions. The single point of entry for SAP Fiori apps and classic applications in SAP S/4HANA Cloud Private Edition and SAP S/4HANA is the SAP Fiori launchpad. unknown Joint Venture and Production Sharing Accounting Manage Funding Group Assignment,1,1
F4801,"Manage Force Element to Command Relationship Assignment Organizational Planner - Force Element : Is responsible for creation and adjustment of organizational structures (Force Elements) in Defense & Security organizations. Initially creates the object and adds minimal data such as Name, Description, Characteristics or Command Relationships. Force Element (S/4) Organizational Planner - Force Element Manage Force Element to Command Assignment",0,0
CI45N,"Generate Upload Request CC2 Download The Download function allows you to send data to the subsystem, so that input checks can be made. It is necessary to download data to the subsystem to be able to perform checks in the subsystem. At the level of the subsystem, for example, the following checks can be made:Existence checks for operations Quantity checks In the operations download, operation data is transferred to the subsystem. A distinction is made between the following transfer types: In the initial download, the operations from the production orders that meet the requirements mentioned above are transferred from the SAP system to the subsystem. In the delta download it is ensured that all operations that have been added since the last initial download are transferred to the subsystem. In the master data download, the master tables are downloaded to the subsystem, so that extensive checks can be made. You can transfer the following data: Work Centers Deviations Units of Measurement Material-Dependent Units of Measure Task Program Menu Path Download operations CIBDOP_DOWN_PP Logistics&nbsp;&nbsp;Production&nbsp;&nbsp;Shop Floor Control&nbsp;&nbsp;Confirmation&nbsp;&nbsp;Subsystem&nbsp;&nbsp;Download&nbsp;&nbsp;Download of Operations PP-PDC-4.6 Master data download SAPPPC22 Logistics&nbsp;&nbsp;Production&nbsp;&nbsp;Shop Floor Control&nbsp;&nbsp;Confirmation&nbsp;&nbsp;Subsystem&nbsp;&nbsp;Download&nbsp;&nbsp;Master Table Download&nbsp;&nbsp; Upload With the upload request, the subsystem is requested to send confirmation records to the SAP system. The upload function includes the transfer of confirmations from the subsystem to the SAP system. It is possible to update the confirmations automatically after they have been transferred (see Prerequisites) or in a background job by scheduling the program CORUPROC1. Task Program Menu Path Upload request CIBDCONF_REQUEST Logistics&nbsp;&nbsp;Production&nbsp;&nbsp;Shop Floor Control&nbsp;&nbsp;Confirmation&nbsp;&nbsp;Subsystem&nbsp;&nbsp;Upload&nbsp;&nbsp;Request PDC Upload PP-PDC-4.6 Update CORUPROC1 Scheduling in the Background The scheduling of the programs mentioned above is prepared in Customizing for Shop Floor Control: Operations&nbsp;&nbsp;→Confirmation&nbsp;&nbsp;PDC Data Transfer&nbsp;&nbsp;Schedule Background Jobs for PP-PDC. Error Processing During error processing, you can postprocess those confirmations for which errors occurred during updating. PP-PDC is an interface for SAP shop floor control. It is standardized for connecting subsystems used for entering time tickets and time events. Subsystems can take part in the SAP Complementary Software Program (CSP) for this interface. unknown Confirmation Generate Upload Request CC2",0,0
O3U_PC019,"Capacity List Processing This app is a SAP GUI for HTML transaction. These classic transactions are available in the SAP Fiori theme to support a seamless user experience across the SAP Fiori launchpad and to provide a harmonized user experience across on-premise and cloud solutions. The single point of entry for SAP Fiori apps and classic applications in SAP S/4HANA Cloud Private Edition and SAP S/4HANA is the SAP Fiori launchpad. Revenue Accounting Manager (Oil & Gas) : Supervises and approves Oil & Gas Upstream PRA Revenue Accounting processes. Revenue Accountant (Oil & Gas) : Sets up Revenue data and planning, scheduling and execution of Oil & Gas Upstream PRA Revenue Accounting processes. Production and Revenue Accounting Revenue Accounting Manager (IOG) Capacity List Processing",1,1
